Sleep_Hours,Sleep_Quality_Score,Caffeine_Intake_mg,Screen_Time_Before_Bed,Morning_Mood,Work_Productivity_Score,Error_Rate,Energy_Level
6.7,8,102.0,47.0,Good,69,9.36,8
4.2,3,266.0,191.0,Neutral,35,17.89,5
6.7,7,305.0,196.0,Neutral,66,10.44,8
9.7,8,64.0,24.0,Good,70,10.46,8
5.7,7,188.0,68.0,Neutral,71,7.1,8
6.1,7,242.0,77.0,Neutral,63,5.64,7
5.2,7,133.0,64.0,Good,64,7.4,8
7.9,10,90.0,7.0,Good,90,3.6,10
8.8,9,65.0,47.0,Good,84,4.68,10
8.8,9,169.0,86.0,Good,88,4.81,10
5.1,6,172.0,13.0,Bad,66,6.68,9
7.7,9,102.0,26.0,Good,85,7.95,10
9.2,9,131.0,14.0,Good,81,2.5,10
7.8,9,175.0,131.0,Excellent,82,4.65,9
7.7,9,87.0,117.0,Good,73,5.28,9
6.3,7,542.0,11.0,Neutral,61,8.23,7
7.3,8,412.0,86.0,Excellent,82,4.08,9
8.9,8,126.0,27.0,Good,76,4.37,10
7.5,8,600.0,70.0,Good,76,8.77,9
5.1,6,9.0,41.0,Neutral,57,14.51,6
6.3,8,137.0,38.0,Neutral,85,4.54,10
8.8,8,310.0,128.0,Excellent,80,5.35,10
7.5,9,310.0,61.0,Good,87,1.58,10
7.2,9,140.0,16.0,Good,84,1.97,9
6.2,7,79.0,7.0,Neutral,69,9.62,8
8.8,8,243.0,163.0,Neutral,79,1.71,10
9.5,8,184.0,10.0,Good,82,1.54,10
8.9,8,244.0,79.0,Good,74,6.54,9
9.2,8,210.0,41.0,Good,78,4.82,10
6.5,8,94.0,9.0,Good,79,3.41,9
6.2,7,134.0,90.0,Neutral,60,10.18,7
6.8,7,230.0,141.0,Neutral,68,2.42,9
7.1,8,458.0,8.0,Good,72,6.46,9
9.1,9,38.0,4.0,Good,74,1.99,9
8.7,8,201.0,114.0,Neutral,79,3.02,9
7.8,9,282.0,42.0,Excellent,88,3.64,10
4.9,6,55.0,67.0,Neutral,65,11.52,7
4.5,6,254.0,35.0,Neutral,61,9.8,8
7.4,10,170.0,32.0,Good,96,3.93,10
8.3,10,311.0,21.0,Excellent,95,0.0,10
6.9,9,299.0,50.0,Good,87,4.28,10
9.9,8,46.0,10.0,Neutral,74,5.8,8
5.4,6,172.0,76.0,Neutral,62,12.1,8
5.2,6,68.0,48.0,Neutral,63,13.05,8
6.0,6,188.0,113.0,Neutral,60,8.89,7
5.9,6,116.0,152.0,Neutral,45,9.1,6
7.8,8,92.0,139.0,Neutral,77,2.0,9
6.4,7,175.0,55.0,Neutral,62,12.14,8
4.7,5,115.0,23.0,Neutral,46,12.53,7
8.3,9,8.0,27.0,Excellent,86,3.83,10
4.4,5,200.0,63.0,Neutral,57,10.4,7
5.4,6,220.0,75.0,Bad,58,11.58,8
4.6,6,225.0,11.0,Good,67,10.49,9
7.3,6,66.0,240.0,Neutral,48,12.76,6
7.3,9,163.0,7.0,Excellent,78,7.99,9
9.9,7,114.0,56.0,Good,60,6.64,7
8.4,9,80.0,45.0,Excellent,76,4.74,9
9.2,8,417.0,54.0,Excellent,81,3.08,9
7.4,9,182.0,46.0,Excellent,81,2.84,9
5.5,7,49.0,4.0,Good,66,6.42,8
7.2,6,123.0,240.0,Good,71,9.17,8
7.9,7,38.0,239.0,Neutral,63,7.62,8
8.1,10,111.0,45.0,Excellent,95,0.0,10
6.3,8,185.0,14.0,Excellent,60,7.16,7
7.7,10,69.0,12.0,Excellent,97,0.69,10
5.6,7,113.0,4.0,Neutral,70,7.82,8
5.4,6,343.0,57.0,Neutral,65,10.74,9
5.3,6,70.0,39.0,Neutral,62,8.94,7
7.0,8,167.0,32.0,Good,86,3.39,10
5.2,7,173.0,45.0,Neutral,68,5.26,9
6.4,7,151.0,124.0,Good,76,5.32,9
8.4,10,115.0,4.0,Excellent,94,0.83,10
5.5,6,229.0,47.0,Neutral,54,9.29,6
6.2,6,600.0,72.0,Neutral,60,8.89,7
7.1,7,277.0,212.0,Neutral,82,6.45,10
7.4,8,161.0,81.0,Good,81,5.94,10
6.3,8,190.0,48.0,Good,78,5.14,10
8.2,9,119.0,87.0,Excellent,85,3.18,9
7.9,8,266.0,240.0,Excellent,76,5.01,9
8.7,8,50.0,132.0,Good,71,3.04,8
6.9,8,235.0,6.0,Neutral,85,0.0,10
6.2,6,422.0,51.0,Neutral,69,5.88,8
6.0,6,368.0,93.0,Neutral,63,8.64,8
7.5,9,149.0,67.0,Good,83,6.73,10
6.4,8,252.0,32.0,Good,83,7.41,10
6.1,7,241.0,23.0,Excellent,61,7.74,8
6.3,7,490.0,59.0,Bad,56,11.61,7
6.0,7,44.0,32.0,Good,64,8.77,8
7.3,9,48.0,30.0,Excellent,65,5.67,8
4.9,6,86.0,109.0,Good,68,9.38,7
7.5,9,45.0,23.0,Excellent,82,3.89,9
8.0,9,93.0,62.0,Excellent,83,3.53,10
6.1,6,171.0,124.0,Neutral,73,8.12,8
9.9,7,64.0,58.0,Neutral,76,3.42,9
7.0,9,451.0,41.0,Good,91,3.98,10
4.7,6,228.0,2.0,Neutral,65,10.62,9
6.6,6,600.0,69.0,Neutral,50,12.42,7
7.1,6,298.0,240.0,Neutral,58,11.93,8
7.7,7,285.0,99.0,Neutral,79,5.27,9
6.6,8,191.0,60.0,Excellent,85,2.22,9
5.5,6,518.0,38.0,Good,59,10.19,7
5.4,6,501.0,15.0,Good,59,8.55,7
6.0,7,42.0,71.0,Good,65,7.53,7
6.2,7,527.0,12.0,Good,66,6.78,8
5.3,6,148.0,131.0,Neutral,69,7.13,7
5.9,7,72.0,26.0,Good,55,8.05,8
8.0,10,323.0,31.0,Excellent,97,0.0,10
9.5,8,331.0,15.0,Excellent,83,3.29,10
8.1,9,233.0,39.0,Excellent,82,0.8,9
9.0,8,240.0,68.0,Good,92,0.0,10
8.5,9,183.0,22.0,Good,86,0.77,9
8.2,9,85.0,73.0,Good,81,3.0,10
6.5,8,134.0,58.0,Good,78,2.86,9
7.2,9,200.0,28.0,Good,87,5.45,9
6.4,8,304.0,23.0,Good,79,5.63,10
6.7,7,213.0,119.0,Good,61,8.16,8
7.1,9,124.0,1.0,Good,86,6.96,10
8.1,9,244.0,76.0,Good,82,4.92,10
7.6,9,326.0,32.0,Excellent,89,0.09,10
6.8,7,109.0,76.0,Good,63,9.6,7
7.1,8,91.0,42.0,Good,74,6.2,8
7.7,10,322.0,5.0,Excellent,86,4.85,10
8.0,8,141.0,240.0,Excellent,77,2.26,10
4.7,5,121.0,5.0,Neutral,58,9.68,7
5.4,7,257.0,10.0,Good,78,7.79,10
8.7,9,194.0,33.0,Good,84,1.51,10
6.9,7,226.0,174.0,Neutral,71,5.0,8
6.4,9,158.0,21.0,Excellent,87,2.57,10
6.6,9,95.0,50.0,Good,85,0.12,10
6.6,8,109.0,44.0,Excellent,72,5.46,8
7.8,9,91.0,24.0,Excellent,93,1.92,10
5.3,6,336.0,72.0,Neutral,53,10.15,7
7.0,7,546.0,42.0,Neutral,63,10.94,7
7.4,8,108.0,52.0,Good,80,4.11,9
7.6,9,133.0,14.0,Good,81,5.85,10
7.3,8,293.0,157.0,Good,82,2.99,10
7.8,10,39.0,7.0,Excellent,95,0.41,10
6.1,7,210.0,70.0,Good,65,11.21,9
5.6,6,174.0,130.0,Neutral,62,6.26,7
10.0,7,85.0,5.0,Good,70,5.68,8
6.5,7,526.0,2.0,Good,71,8.59,8
6.7,9,74.0,24.0,Good,90,0.79,10
8.0,9,51.0,94.0,Excellent,89,1.84,9
9.4,8,49.0,76.0,Good,70,7.79,7
6.2,6,93.0,104.0,Neutral,56,9.61,7
5.5,7,297.0,30.0,Neutral,71,9.22,9
5.1,4,68.0,240.0,Very Bad,34,14.87,6
9.4,8,126.0,27.0,Good,81,5.35,9
5.4,5,66.0,98.0,Bad,46,16.4,6
7.0,8,449.0,26.0,Good,82,6.97,10
5.5,6,29.0,15.0,Good,57,12.34,6
4.8,7,208.0,25.0,Neutral,78,4.92,10
6.6,8,91.0,13.0,Good,73,8.69,8
5.6,7,100.0,8.0,Neutral,64,5.27,8
6.0,8,188.0,27.0,Good,86,3.79,10
10.0,8,453.0,10.0,Neutral,83,3.22,10
7.6,9,183.0,42.0,Good,84,4.32,10
8.4,10,79.0,2.0,Excellent,91,2.37,10
8.2,9,51.0,34.0,Excellent,82,2.19,10
6.8,7,44.0,190.0,Neutral,56,11.19,7
6.3,7,144.0,27.0,Neutral,74,8.51,9
7.4,9,307.0,9.0,Good,80,7.87,9
7.3,8,165.0,22.0,Good,83,1.9,10
6.1,5,38.0,94.0,Bad,57,9.01,7
7.2,8,151.0,23.0,Good,83,5.37,10
5.9,7,434.0,29.0,Good,55,7.26,8
6.7,8,237.0,93.0,Good,85,4.68,9
6.5,8,245.0,18.0,Good,75,6.69,9
5.1,6,209.0,39.0,Neutral,69,6.65,8
3.5,5,117.0,4.0,Neutral,45,12.96,6
5.6,6,138.0,11.0,Neutral,69,5.32,7
9.7,8,149.0,14.0,Excellent,70,5.37,8
6.5,8,42.0,37.0,Good,68,8.23,8
8.2,8,174.0,103.0,Good,75,5.27,9
3.8,5,255.0,26.0,Neutral,64,8.01,8
5.5,7,200.0,29.0,Neutral,78,10.75,8
5.0,6,186.0,21.0,Neutral,47,8.47,7
6.7,9,42.0,23.0,Excellent,91,0.78,9
10.0,7,87.0,31.0,Good,73,4.44,9
7.7,8,58.0,138.0,Good,84,4.33,10
9.5,8,46.0,1.0,Good,72,4.18,8
6.6,8,53.0,59.0,Good,77,7.99,8
9.0,7,331.0,131.0,Neutral,68,5.56,8
10.0,7,131.0,32.0,Neutral,71,7.32,9
6.8,8,20.0,63.0,Good,73,7.41,8
6.2,8,366.0,53.0,Good,82,5.05,9
5.0,7,209.0,25.0,Neutral,70,3.34,8
6.5,8,208.0,9.0,Good,84,3.5,10
7.1,9,221.0,15.0,Excellent,84,3.7,10
10.0,8,374.0,4.0,Excellent,78,8.4,10
5.1,6,453.0,87.0,Neutral,72,5.43,8
7.1,8,157.0,46.0,Excellent,80,5.1,9
4.3,4,581.0,92.0,Bad,36,14.89,5
6.4,7,93.0,21.0,Neutral,69,7.4,8
7.5,9,420.0,98.0,Good,78,4.79,9
7.8,9,254.0,22.0,Good,91,2.67,10
7.9,9,109.0,8.0,Good,86,0.0,10
7.6,10,168.0,46.0,Good,96,2.64,10
7.9,8,133.0,174.0,Good,68,5.37,8
7.1,9,68.0,32.0,Excellent,76,3.05,9
5.4,5,502.0,43.0,Neutral,49,10.07,6
4.2,4,321.0,36.0,Neutral,50,13.63,6
6.2,7,345.0,37.0,Neutral,64,10.09,8
6.8,8,210.0,14.0,Good,85,4.83,10
8.9,9,135.0,33.0,Excellent,86,4.81,9
6.8,7,149.0,41.0,Neutral,62,8.72,8
6.7,8,157.0,82.0,Excellent,75,2.75,10
7.6,10,68.0,9.0,Excellent,93,1.51,10
6.6,7,364.0,51.0,Good,75,2.79,9
8.2,8,600.0,65.0,Good,75,4.83,8
10.0,7,332.0,29.0,Neutral,72,4.2,10
10.0,7,55.0,48.0,Good,63,8.32,7
7.1,8,210.0,74.0,Good,80,3.36,10
7.5,10,97.0,38.0,Excellent,94,1.04,10
9.4,8,112.0,24.0,Good,82,2.46,9
6.8,7,183.0,104.0,Good,73,5.04,8
8.0,7,36.0,240.0,Neutral,70,5.75,8
5.3,7,219.0,15.0,Good,66,10.2,7
6.5,7,13.0,132.0,Good,76,7.38,9
8.7,9,44.0,47.0,Good,74,7.37,9
5.9,8,62.0,36.0,Good,59,9.29,9
6.8,7,133.0,134.0,Good,81,3.36,9
4.6,6,203.0,145.0,Good,65,7.67,7
10.0,7,358.0,19.0,Neutral,83,4.37,9
8.9,8,454.0,27.0,Good,73,5.93,9
7.3,8,97.0,115.0,Good,82,4.82,10
7.8,9,161.0,40.0,Good,91,2.45,10
7.6,9,244.0,20.0,Excellent,86,2.58,9
9.1,6,193.0,196.0,Neutral,54,10.82,7
6.2,8,159.0,15.0,Good,75,10.39,9
8.1,8,336.0,57.0,Excellent,72,7.84,9
8.6,8,65.0,34.0,Good,62,7.24,7
8.8,9,156.0,36.0,Excellent,82,5.47,10
3.6,4,203.0,7.0,Bad,50,12.0,7
6.1,7,231.0,18.0,Good,72,6.62,9
5.5,7,153.0,11.0,Good,76,9.44,9
7.2,7,84.0,83.0,Neutral,54,11.4,8
4.0,4,195.0,72.0,Bad,57,12.59,7
3.9,4,189.0,95.0,Bad,34,14.12,5
10.0,7,99.0,72.0,Good,65,6.49,9
7.9,10,300.0,8.0,Excellent,89,4.2,10
7.2,7,123.0,231.0,Good,70,7.45,8
7.5,9,399.0,13.0,Good,72,4.65,9
7.2,9,365.0,26.0,Excellent,84,5.66,10
8.5,9,180.0,74.0,Excellent,78,7.32,9
6.1,7,94.0,9.0,Good,58,9.81,7
7.3,8,217.0,11.0,Good,83,7.44,9
7.3,7,503.0,126.0,Good,65,10.16,8
5.4,5,559.0,24.0,Neutral,42,17.2,5
8.9,8,25.0,66.0,Excellent,79,6.47,9
6.3,6,84.0,117.0,Bad,64,5.81,8
8.5,6,600.0,217.0,Good,55,10.91,6
7.2,9,76.0,14.0,Good,88,0.0,10
9.5,7,514.0,8.0,Neutral,58,9.11,6
5.4,6,388.0,81.0,Neutral,65,10.29,8
5.4,6,317.0,13.0,Neutral,73,9.35,9
5.6,7,174.0,52.0,Neutral,67,8.87,9
7.2,9,163.0,46.0,Excellent,86,5.88,10
9.3,8,102.0,49.0,Excellent,77,6.62,9
9.4,7,49.0,63.0,Neutral,59,11.02,8
3.5,4,141.0,114.0,Bad,44,16.85,6
7.4,9,81.0,19.0,Good,80,0.58,9
2.2,3,179.0,49.0,Very Bad,37,18.23,6
8.2,10,211.0,25.0,Excellent,91,0.57,10
8.7,9,240.0,23.0,Excellent,85,3.74,10
6.9,8,78.0,1.0,Good,80,7.24,9
7.1,8,185.0,55.0,Good,75,11.02,9
7.1,7,158.0,216.0,Good,61,6.31,8
5.8,6,272.0,86.0,Bad,64,9.83,8
7.6,9,268.0,17.0,Excellent,90,5.61,10
6.7,7,104.0,76.0,Neutral,72,12.34,8
8.4,9,99.0,21.0,Excellent,84,4.91,9
6.8,7,554.0,84.0,Good,56,6.35,7
5.7,6,76.0,116.0,Neutral,67,9.74,9
4.7,6,241.0,24.0,Neutral,68,6.21,9
4.2,3,600.0,0.0,Bad,40,18.15,4
9.0,8,102.0,22.0,Good,78,6.13,8
6.3,8,184.0,14.0,Good,77,8.75,9
7.5,9,98.0,58.0,Excellent,86,5.98,10
9.7,8,64.0,21.0,Good,79,5.23,9
6.2,8,303.0,2.0,Good,68,7.55,9
6.1,7,288.0,45.0,Neutral,73,7.18,9
6.8,7,176.0,125.0,Good,72,7.95,8
7.0,9,57.0,36.0,Good,84,5.17,9
9.8,8,60.0,28.0,Good,78,6.04,9
9.3,8,170.0,12.0,Good,86,4.07,9
7.9,10,245.0,29.0,Excellent,87,4.22,10
9.2,9,245.0,24.0,Excellent,92,0.9,10
6.7,6,169.0,240.0,Neutral,62,8.79,8
7.4,9,171.0,2.0,Excellent,84,4.06,10
6.5,8,147.0,16.0,Neutral,73,10.13,9
5.1,6,82.0,4.0,Neutral,52,15.83,6
8.8,7,255.0,117.0,Neutral,71,6.08,9
7.8,9,19.0,32.0,Good,81,3.12,9
7.0,9,145.0,95.0,Good,83,4.48,10
7.0,8,145.0,71.0,Good,75,7.2,9
4.7,5,199.0,158.0,Very Bad,54,10.74,7
5.5,7,166.0,1.0,Good,67,5.47,9
7.5,9,400.0,14.0,Good,91,1.63,10
6.2,7,212.0,73.0,Neutral,68,6.92,9
6.7,9,385.0,53.0,Excellent,82,3.87,10
6.8,8,340.0,71.0,Good,83,4.32,10
6.0,7,86.0,51.0,Neutral,72,6.11,9
5.5,6,31.0,52.0,Neutral,54,9.92,6
4.6,4,134.0,162.0,Bad,55,10.05,6
6.8,6,487.0,153.0,Neutral,45,13.13,7
7.9,10,68.0,2.0,Good,87,1.64,10
4.5,6,21.0,32.0,Neutral,59,13.05,7
7.0,8,403.0,43.0,Good,72,4.2,9
7.4,10,86.0,27.0,Good,86,2.17,10
5.5,7,112.0,3.0,Good,73,7.48,9
9.1,9,309.0,38.0,Good,89,5.76,10
6.4,5,499.0,223.0,Neutral,44,16.32,6
6.8,9,257.0,4.0,Good,88,0.0,9
6.8,8,135.0,102.0,Neutral,81,3.52,8
4.3,5,205.0,13.0,Bad,66,9.12,8
8.5,9,242.0,52.0,Good,87,3.11,10
5.6,7,340.0,29.0,Good,76,8.69,10
6.6,9,147.0,26.0,Neutral,94,0.0,10
7.9,8,111.0,123.0,Good,81,1.91,9
9.2,6,44.0,218.0,Neutral,68,6.81,8
5.4,7,276.0,29.0,Neutral,75,8.38,9
6.3,8,226.0,61.0,Good,79,5.87,10
9.1,8,288.0,49.0,Good,80,4.6,9
7.7,10,249.0,5.0,Excellent,91,0.0,10
8.0,10,106.0,3.0,Good,90,1.03,10
5.4,5,557.0,89.0,Bad,50,12.72,7
6.4,8,309.0,30.0,Good,80,2.08,9
6.7,8,87.0,22.0,Good,82,4.42,9
5.7,5,54.0,240.0,Neutral,49,13.07,6
4.5,5,246.0,5.0,Neutral,53,14.62,6
6.2,8,284.0,19.0,Neutral,86,8.47,10
9.0,7,37.0,117.0,Good,69,5.5,8
7.1,9,241.0,32.0,Good,75,5.15,10
9.1,7,242.0,53.0,Good,78,3.66,9
7.3,9,270.0,3.0,Excellent,91,0.0,10
5.9,6,64.0,152.0,Neutral,57,13.27,7
8.9,9,5.0,9.0,Excellent,83,4.67,9
7.3,8,481.0,14.0,Neutral,79,5.13,9
8.4,10,83.0,10.0,Good,89,2.17,10
5.4,5,244.0,41.0,Bad,58,12.09,8
8.6,7,600.0,102.0,Good,61,10.1,7
8.6,9,3.0,19.0,Good,91,3.9,9
7.4,10,55.0,9.0,Good,88,3.06,9
5.8,7,87.0,32.0,Good,80,4.29,9
6.9,6,439.0,240.0,Bad,41,9.76,6
7.9,10,191.0,1.0,Excellent,85,2.71,10
7.4,9,101.0,42.0,Good,87,1.1,10
7.9,9,130.0,66.0,Good,81,4.82,10
8.5,9,180.0,99.0,Excellent,76,3.58,10
6.0,6,104.0,82.0,Neutral,49,10.6,7
5.3,7,42.0,5.0,Neutral,72,6.27,9
6.9,8,250.0,37.0,Good,81,0.77,10
6.5,7,208.0,5.0,Neutral,68,5.41,8
8.2,9,52.0,58.0,Good,70,8.41,9
5.4,6,426.0,5.0,Neutral,64,9.91,7
8.5,9,86.0,3.0,Good,93,2.93,10
9.0,9,93.0,22.0,Excellent,81,5.29,10
7.0,6,251.0,168.0,Bad,59,14.47,8
7.1,7,516.0,74.0,Good,71,9.0,8
5.8,6,600.0,0.0,Neutral,63,6.97,7
6.2,7,33.0,20.0,Neutral,75,7.94,8
6.4,7,118.0,1.0,Neutral,71,3.64,8
9.2,8,331.0,21.0,Good,77,8.48,10
6.9,8,206.0,69.0,Excellent,79,9.5,10
5.0,6,189.0,86.0,Neutral,63,11.55,8
7.4,8,78.0,98.0,Good,84,4.34,10
8.2,8,384.0,144.0,Good,74,7.74,9
7.0,9,125.0,27.0,Excellent,78,3.78,9
9.2,8,137.0,119.0,Good,83,6.59,10
8.2,9,179.0,78.0,Excellent,81,3.93,10
5.4,7,90.0,46.0,Neutral,64,9.18,8
6.2,7,130.0,186.0,Neutral,73,4.16,9
7.3,9,53.0,177.0,Excellent,77,2.79,8
4.5,4,364.0,137.0,Bad,44,9.92,6
7.5,9,216.0,14.0,Neutral,84,3.53,10
4.4,5,103.0,14.0,Bad,61,12.15,6
8.5,8,408.0,139.0,Neutral,88,2.73,10
8.4,9,332.0,30.0,Excellent,91,2.98,10
7.8,9,35.0,96.0,Good,87,3.97,9
6.0,7,53.0,70.0,Good,84,7.68,10
7.3,8,170.0,86.0,Good,81,9.02,9
6.2,8,162.0,2.0,Good,76,9.82,9
5.5,7,56.0,34.0,Good,57,7.27,7
6.5,7,73.0,117.0,Neutral,82,8.37,10
8.0,9,278.0,40.0,Excellent,82,4.77,10
7.1,8,26.0,70.0,Good,79,6.8,8
9.2,8,97.0,85.0,Good,79,7.72,9
8.1,10,147.0,8.0,Excellent,90,2.44,10
8.0,10,79.0,10.0,Excellent,80,7.61,9
4.6,5,161.0,77.0,Neutral,52,9.18,6
6.6,9,237.0,3.0,Excellent,83,8.12,10
5.4,7,134.0,25.0,Good,57,10.59,7
6.7,6,486.0,150.0,Neutral,63,8.88,8
6.0,7,423.0,51.0,Neutral,61,9.27,8
6.4,7,231.0,145.0,Good,77,4.59,9
8.6,9,219.0,22.0,Good,86,3.57,10
7.7,9,247.0,61.0,Good,81,5.2,10
8.5,10,224.0,20.0,Excellent,92,5.48,10
4.6,6,211.0,7.0,Neutral,59,9.9,8
7.1,6,100.0,240.0,Neutral,69,7.64,8
8.5,9,252.0,12.0,Excellent,84,0.0,10
9.3,10,123.0,13.0,Excellent,94,0.0,10
4.7,5,184.0,111.0,Bad,58,12.15,7
6.5,7,44.0,97.0,Neutral,66,9.47,7
8.6,7,40.0,229.0,Good,69,7.22,7
6.7,8,107.0,4.0,Good,61,9.3,8
5.6,7,108.0,6.0,Good,73,5.15,8
4.7,5,309.0,36.0,Good,58,14.15,7
5.6,6,91.0,54.0,Neutral,56,12.31,7
4.5,6,38.0,2.0,Neutral,64,8.89,7
7.1,10,315.0,10.0,Excellent,91,2.45,10
8.3,10,371.0,73.0,Excellent,86,3.3,10
5.1,6,193.0,66.0,Neutral,54,13.16,8
7.4,9,347.0,6.0,Excellent,94,0.17,10
8.3,9,369.0,161.0,Good,84,4.99,10
7.0,9,42.0,18.0,Good,75,6.29,9
4.6,5,219.0,131.0,Neutral,58,8.89,7
7.6,9,148.0,154.0,Good,77,4.2,10
6.9,7,304.0,40.0,Good,61,7.96,9
6.8,8,78.0,32.0,Excellent,88,6.85,10
6.2,7,482.0,20.0,Neutral,68,6.35,8
7.1,8,235.0,99.0,Good,82,5.12,10
7.8,9,405.0,13.0,Excellent,86,0.57,10
10.0,8,172.0,58.0,Good,74,6.75,9
7.2,9,383.0,50.0,Excellent,83,3.66,10
9.3,9,69.0,17.0,Good,89,1.76,9
7.5,7,147.0,240.0,Good,64,7.53,9
6.9,8,63.0,112.0,Good,65,6.34,7
7.2,9,259.0,1.0,Excellent,81,2.45,10
5.2,7,219.0,33.0,Neutral,68,10.96,9
7.5,8,237.0,27.0,Neutral,76,9.25,8
4.0,4,127.0,129.0,Bad,49,13.0,6
5.7,6,592.0,18.0,Neutral,70,8.47,7
7.2,7,98.0,240.0,Neutral,68,9.4,7
8.8,9,117.0,13.0,Excellent,78,6.76,8
9.1,9,237.0,17.0,Excellent,78,1.51,10
6.6,8,276.0,66.0,Neutral,82,6.51,10
7.2,8,265.0,11.0,Good,78,2.42,10
8.5,7,130.0,132.0,Neutral,71,0.64,9
5.0,7,167.0,7.0,Neutral,83,6.64,9
7.6,7,181.0,240.0,Good,64,6.01,8
5.8,5,191.0,125.0,Bad,55,13.4,6
6.7,7,110.0,110.0,Good,73,7.79,8
6.3,8,309.0,31.0,Good,88,7.06,10
7.7,8,600.0,43.0,Excellent,74,6.66,7
7.8,9,299.0,37.0,Excellent,82,5.15,9
8.3,7,32.0,240.0,Good,59,13.51,7
7.5,8,519.0,2.0,Good,73,9.62,9
7.3,8,119.0,29.0,Good,72,4.15,9
9.8,6,104.0,207.0,Neutral,73,8.09,10
4.7,6,303.0,28.0,Bad,60,8.36,8
9.5,8,63.0,30.0,Good,71,6.1,8
6.6,7,166.0,60.0,Good,67,9.13,8
7.9,8,85.0,143.0,Neutral,84,6.48,10
6.5,7,42.0,21.0,Good,68,5.29,8
5.9,5,167.0,177.0,Neutral,50,8.6,7
7.7,9,257.0,20.0,Good,84,1.78,9
8.6,9,253.0,101.0,Excellent,91,4.5,10
7.7,10,73.0,19.0,Excellent,89,1.72,10
6.2,7,129.0,5.0,Neutral,72,3.91,9
10.0,6,82.0,100.0,Neutral,40,11.63,6
8.8,9,61.0,36.0,Good,78,4.5,10
8.4,9,118.0,30.0,Excellent,100,0.0,10
6.5,8,71.0,34.0,Neutral,75,3.52,8
6.1,7,93.0,57.0,Good,62,4.51,7
6.6,8,462.0,18.0,Excellent,79,3.82,10
8.6,9,109.0,16.0,Good,82,3.09,9
5.5,7,116.0,40.0,Neutral,73,4.8,9
5.4,6,154.0,2.0,Neutral,64,6.24,9
7.8,9,78.0,62.0,Excellent,93,4.83,10
7.5,7,430.0,104.0,Neutral,70,5.87,8
5.8,7,126.0,78.0,Good,70,9.21,8
5.4,7,244.0,38.0,Neutral,71,6.2,9
9.2,7,31.0,50.0,Neutral,64,9.96,8
7.5,10,211.0,2.0,Excellent,92,4.96,10
5.0,4,125.0,146.0,Very Bad,42,15.3,6
5.1,6,323.0,49.0,Good,66,8.64,8
6.5,8,370.0,23.0,Good,82,4.29,9
8.1,10,356.0,21.0,Excellent,93,1.8,10
7.9,10,272.0,65.0,Excellent,86,4.15,10
8.7,9,137.0,53.0,Good,86,2.28,10
4.8,6,28.0,12.0,Neutral,63,11.86,7
7.3,9,404.0,32.0,Excellent,94,0.0,10
9.1,8,73.0,68.0,Good,85,1.73,9
9.0,9,399.0,21.0,Excellent,87,4.85,10
7.5,9,248.0,43.0,Excellent,82,6.29,10
10.0,8,181.0,18.0,Good,74,7.47,9
7.9,9,169.0,4.0,Good,87,3.84,10
8.6,9,248.0,29.0,Good,92,1.43,10
7.1,7,535.0,79.0,Neutral,66,6.37,7
5.8,6,78.0,14.0,Neutral,58,11.99,7
5.7,7,61.0,84.0,Good,73,8.52,9
7.3,9,374.0,66.0,Excellent,90,0.0,10
6.7,7,56.0,42.0,Good,67,4.16,7
4.3,2,231.0,213.0,Very Bad,22,21.85,4
5.5,6,76.0,129.0,Neutral,63,9.2,7
6.5,8,428.0,50.0,Good,85,4.88,9
8.1,9,349.0,49.0,Excellent,83,2.81,10
7.0,7,600.0,20.0,Neutral,55,11.62,6
6.9,7,52.0,152.0,Neutral,73,7.81,9
5.5,5,78.0,136.0,Bad,61,10.63,7
7.0,8,74.0,81.0,Good,82,5.56,9
9.0,9,174.0,8.0,Excellent,87,1.67,10
7.2,8,206.0,73.0,Good,80,0.72,10
4.7,6,332.0,18.0,Neutral,67,5.54,9
5.1,6,191.0,13.0,Neutral,54,10.58,8
7.9,8,351.0,85.0,Good,81,5.52,9
6.7,6,263.0,193.0,Good,74,11.33,9
6.9,9,201.0,7.0,Good,93,3.71,10
6.1,7,59.0,11.0,Neutral,53,13.09,8
7.8,9,29.0,15.0,Excellent,86,0.86,9
6.5,7,93.0,198.0,Good,67,8.19,8
6.7,7,16.0,72.0,Good,68,8.72,8
5.7,7,299.0,68.0,Neutral,67,6.25,9
8.4,8,71.0,42.0,Good,76,4.81,10
6.7,8,398.0,46.0,Good,87,4.7,10
7.9,10,250.0,21.0,Excellent,100,0.0,10
5.2,6,121.0,10.0,Neutral,63,8.74,7
9.6,7,220.0,91.0,Good,75,5.67,8
8.9,9,259.0,38.0,Good,87,2.98,10
4.1,6,161.0,18.0,Neutral,72,6.7,8
5.8,7,104.0,60.0,Good,62,11.49,7
7.7,9,307.0,14.0,Good,89,0.0,10
5.0,6,291.0,40.0,Neutral,72,7.63,10
6.8,8,144.0,13.0,Neutral,77,5.02,9
7.6,8,88.0,86.0,Good,78,6.04,9
6.7,9,140.0,23.0,Excellent,78,5.44,10
7.8,8,236.0,35.0,Bad,84,3.82,9
6.0,6,457.0,84.0,Neutral,58,13.08,6
3.6,4,210.0,65.0,Bad,51,9.46,6
8.5,9,247.0,31.0,Excellent,86,0.27,10
8.5,10,186.0,4.0,Excellent,98,3.74,10
